fixedacidity volatileacidity citricacid residualsugar chlorides freesulfurdioxide totalsulfurdioxide density pH sulphates alcohol y
6.7 0.24 0.3 10.2 0.07 44 179 0.99666 2.86 0.46 8.9 2
7.6 0.27 0.34 5 0.04 18 56 0.99084 3.06 0.48 12.4 2
7.4 0.25 0.36 13.2 0.067 53 178 0.9976 3.01 0.48 9 2
6.8 0.28 0.34 7.5 0.035 34 177 0.99692 3.33 0.43 9.1 1
7 0.36 0.3 5 0.04 40 143 0.99173 3.33 0.42 12.2 3
6.3 0.19 0.33 10.1 0.063 63 133 0.99561 2.86 0.41 9.1 1
6.4 0.16 0.22 1.4 0.04 41 149 0.9933 3.49 0.58 10 2
6.45 0.14 0.42 1.2 0.05 51 129 0.99116 3.27 0.69 11.1 3
6.4 0.3 0.33 5.2 0.05 30 137 0.99304 3.26 0.58 11.1 1
6.2 0.24 0.22 7.9 0.053 45 149 0.99545 3.23 0.52 9.3 1
6.9 0.2 0.28 1.2 0.048 36 159 0.9936 3.19 0.43 9.1 2
5.4 0.15 0.32 2.5 0.037 10 51 0.98878 3.04 0.58 12.6 2
8.1 0.28 0.46 15.4 0.059 32 177 1.0004 3.27 0.58 9 1
6 0.28 0.35 1.9 0.037 16 120 0.9933 3.16 0.69 10.6 1
7.7 0.24 0.29 15.3 0.044 39 194 0.9982 3.06 0.47 9.6 3
5.4 0.46 0.15 2.1 0.026 29 130 0.98953 3.39 0.77 13.4 3
5.6 0.225 0.24 9.8 0.054 59 140 0.99545 3.17 0.39 10.2 2
9.6 0.655 0.21 2 0.039 21 120 0.99188 3 1 12.6 2
7.4 0.3 0.32 1.7 0.03 23 128 0.9929 3.17 0.66 10.9 1
7.2 0.26 0.44 7.1 0.027 25 126 0.993 3.02 0.34 11.1 3
8.3 0.18 0.37 1.2 0.049 6 94 0.9937 3.18 0.52 10.1 1
8 0.28 0.42 7.1 0.045 41 169 0.9959 3.17 0.43 10.6 1
7 0.25 0.45 2.3 0.045 40 118 0.99064 3.16 0.48 11.9 3
6.6 0.13 0.3 4.9 0.058 47 131 0.9946 3.51 0.45 10.3 2
6.7 0.22 0.37 1.6 0.028 24 102 0.9913 3.29 0.59 11.6 3
5.8 0.17 0.36 1.3 0.036 11 70 0.99202 3.43 0.68 10.4 3
6.5 0.22 0.29 7.4 0.028 16 87 0.99311 3.15 0.56 10.9 3
6.8 0.21 0.55 14.6 0.053 34 159 0.99805 2.93 0.44 9.2 1
6.4 0.32 0.26 7.9 0.05 53 180 0.99514 3.14 0.5 9.6 1
6.6 0.085 0.33 1.4 0.036 17 109 0.99306 3.27 0.61 9.5 2
6.5 0.3 0.39 7.8 0.038 61 219 0.9959 3.19 0.5 9.4 1
6.8 0.26 0.48 6.2 0.049 55 182 0.99582 3.21 0.45 9.4 2
6.3 0.27 0.18 7.7 0.048 45 186 0.9962 3.23 0.47 9 1
6.4 0.42 0.74 12.8 0.076 48 209 0.9978 3.12 0.58 9 2
6.7 0.38 0.26 9.55 0.036 35 91 0.9919 2.98 0.37 12.4 2
7.2 0.4 0.24 8.5 0.055 45 151 0.99626 3.2 0.52 9.2 1
5.8 0.26 0.18 1.2 0.031 40 114 0.9908 3.42 0.4 11 3
7 0.44 0.24 12.1 0.056 68 210 0.99718 3.05 0.5 9.5 1
9.2 0.34 0.54 17.3 0.06 46 235 1.00182 3.08 0.61 8.8 2
6.2 0.3 0.31 1.6 0.035 40 106 0.98914 3.26 0.39 12.9 3
6.2 0.47 0.21 1 0.044 13 98 0.99345 3.14 0.46 9.2 1
6.8 0.28 0.37 7 0.057 35 208 0.9973 3.57 0.55 10.2 1
6.6 0.38 0.28 2.8 0.043 17 67 0.98924 3.21 0.47 13.2 2
9.4 0.29 0.55 2.2 0.05 17 119 0.9962 3.12 0.69 10.3 1
6.9 0.15 0.28 4.4 0.029 14 107 0.99347 3.24 0.46 10.4 3
6.1 0.17 0.42 15.1 0.033 28 124 0.99684 2.87 0.47 9.5 1
9.2 0.28 0.41 1 0.042 14 59 0.9922 2.96 0.25 10.5 2
7.6 0.4 0.27 5.2 0.03 32 101 0.99172 3.22 0.62 12.3 3
6.8 0.27 0.3 13 0.047 69 160 0.99705 3.16 0.5 9.6 2
7.8 0.24 0.32 12.2 0.054 42 138 0.9984 3.01 0.54 8.8 1
7 0.22 0.28 10.6 0.039 32 117 0.99355 3.05 0.55 11.5 3
6.3 0.305 0.22 16 0.061 26 141 0.99824 3.08 0.5 9.1 1
7.5 0.29 0.26 14.95 0.067 47 178 0.99838 3.04 0.49 9.2 1
7.3 0.22 0.37 14.3 0.063 48 191 0.9978 2.89 0.38 9 2
7.4 0.41 0.66 10.8 0.051 77 194 0.9976 3.05 0.46 8.7 1
6.6 0.32 0.24 1.3 0.06 42.5 204 0.99512 3.59 0.51 9.2 1
7.7 0.31 0.23 2 0.069 29 134 0.99382 3.11 0.62 9.8 1
9.4 0.24 0.29 8.5 0.037 124 208 0.99395 2.9 0.38 11 1
6 0.28 0.29 19.3 0.051 36 174 0.99911 3.14 0.5 9 1
7.7 0.3 0.34 1.2 0.048 4 119 0.99084 3.18 0.34 12.1 2
7.5 0.33 0.28 4.9 0.042 21 155 0.99385 3.36 0.57 10.9 2
6.3 0.26 0.49 1.5 0.052 34 134 0.9924 2.99 0.61 9.8 2
6.8 0.17 0.35 1.8 0.04 29 84 0.98961 2.91 0.57 12 3
6.9 0.21 0.33 1.4 0.056 35 136 0.9938 3.63 0.78 10.3 2
8.1 0.2 0.36 9.7 0.044 63 162 0.997 3.1 0.46 10 2
6 0.28 0.24 17.8 0.047 42 111 0.99896 3.1 0.45 8.9 2
7.5 0.42 0.45 9.1 0.029 20 125 0.996 3.12 0.36 10.1 2
6.3 0.495 0.22 1.8 0.046 31 140 0.9929 3.39 0.54 10.4 2
7.2 0.29 0.2 7.7 0.046 51 174 0.99582 3.16 0.52 9.5 1
6.2 0.23 0.38 1.6 0.044 12 113 0.99176 3.3 0.73 11.4 1
6.1 0.37 0.46 12 0.042 61 210 0.997 3.17 0.59 9.7 2
6.8 0.37 0.67 1.5 0.175 16 98 0.99244 3.06 0.56 10.3 2
7.6 0.32 0.36 1.6 0.04 32 155 0.993 3.23 0.52 11.3 2
6.4 0.22 0.34 1.4 0.023 56 115 0.98958 3.18 0.7 11.7 2
6.3 0.24 0.35 2.3 0.039 43 109 0.99056 3.34 0.44 11.8 2
6.6 0.39 0.22 4 0.038 17 98 0.99018 3.25 0.53 13 3
8.4 0.2 0.38 11.8 0.055 51 170 1.0004 3.34 0.82 8.9 2
6.9 0.25 0.24 3.6 0.057 13 85 0.9942 2.99 0.48 9.5 1
5.9 0.13 0.28 1.9 0.05 20 78 0.9918 3.43 0.64 10.8 2
6.1 0.27 0.31 1.5 0.035 17 83 0.99076 3.32 0.44 11.1 3
6.3 0.3 0.91 8.2 0.034 50 199 0.99394 3.39 0.49 11.7 2
6.2 0.37 0.24 6.1 0.032 19 86 0.98934 3.04 0.26 13.4 3
7.3 0.3 0.33 2.3 0.043 28 125 0.99084 3.34 0.44 12.6 3
6.9 0.44 0.42 8.5 0.048 10 147 0.9974 3.32 0.46 9.5 2
7.6 0.33 0.36 2.1 0.034 26 172 0.9944 3.42 0.48 10.5 1
7.4 0.16 0.27 15.5 0.05 25 135 0.9984 2.9 0.43 8.7 3
7.6 0.19 0.37 13.1 0.033 52 151 0.99726 3.18 0.79 10.4 2
5.3 0.24 0.33 1.3 0.033 25 97 0.9906 3.59 0.38 11 3
7.4 0.16 0.27 15.5 0.05 25 135 0.9984 2.9 0.43 8.7 3
6.3 0.19 0.29 2 0.022 33 96 0.98902 3.04 0.54 12.8 3
7.3 0.24 0.3 2.5 0.042 31 104 0.9911 3.05 0.56 11.3 3
7 0.3 0.38 14.9 0.032 60 181 0.9983 3.18 0.61 9.3 3
7.2 0.22 0.24 1.4 0.041 17 159 0.99196 3.25 0.53 11.2 2
6.9 0.37 0.23 9.5 0.057 54 166 0.99568 3.23 0.42 10 1
6.4 0.17 0.34 1.5 0.091 42 135 0.9938 3.25 0.49 9.6 3
7.3 0.19 0.25 1.4 0.051 41 107 0.99382 3.53 0.66 10.5 3
7.3 0.4 0.28 6.5 0.037 26 97 0.99148 3.16 0.58 12.6 3
7.3 0.19 0.24 6.3 0.054 34 231 0.9964 3.36 0.54 10 2
7.6 0.27 0.52 3.2 0.043 28 152 0.99129 3.02 0.53 11.4 2
7 0.3 0.49 4.7 0.036 17 105 0.9916 3.26 0.68 12.4 3
5.6 0.49 0.13 4.5 0.039 17 116 0.9907 3.42 0.9 13.7 3
6.6 0.21 0.6 1.1 0.135 61 144 0.9927 3.12 0.39 9.3 3
6.4 0.25 0.32 5.5 0.049 41 176 0.995 3.19 0.68 9.2 2
7.6 0.19 0.41 1.1 0.04 38 143 0.9907 2.92 0.42 11.4 1
7.1 0.44 0.37 2.7 0.041 35 128 0.9896 3.07 0.43 13.5 3
6.9 0.25 0.35 9.2 0.034 42 150 0.9947 3.21 0.36 11.5 2
7.3 0.2 0.29 19.5 0.039 69 237 1.00037 3.1 0.48 9.2 2
6.2 0.27 0.49 1.4 0.05 20 74 0.9931 3.32 0.44 9.8 2
6.7 0.3 0.5 12.1 0.045 38 127 0.9974 3.04 0.53 8.9 2
8.3 0.4 0.41 8.2 0.05 15 122 0.9979 3.39 0.49 9.3 1
6.9 0.33 0.28 1.3 0.051 37 187 0.9927 3.27 0.6 10.3 1
5.8 0.22 0.3 1.1 0.047 36 131 0.992 3.26 0.45 10.4 1
7.3 0.22 0.5 13.7 0.049 56 189 0.9994 3.24 0.66 9 2
6.3 0.18 0.22 1.5 0.043 45 155 0.99238 3.19 0.48 10.2 1
6.4 0.25 0.33 1.4 0.04 42 115 0.9906 3.19 0.48 11.3 3
7.9 0.14 0.45 1.8 0.05 17 114 0.9948 3.33 0.49 10.7 3
6.4 0.31 0.27 7.4 0.049 48 169 0.99323 3.27 0.45 11.1 2
6.7 0.12 0.3 5.2 0.048 38 113 0.99352 3.33 0.44 10.1 3
6.6 0.23 0.37 8.5 0.036 46 153 0.99576 3.2 0.48 9.4 2
7.6 0.29 0.26 6.5 0.042 32 160 0.9944 3.14 0.47 10.7 1
5.2 0.37 0.33 1.2 0.028 13 81 0.9902 3.37 0.38 11.7 2
7.5 0.34 0.24 3.85 0.031 5 34 0.99098 3.01 0.36 11.8 1
6.6 0.29 0.44 9 0.053 62 178 0.99685 3.02 0.45 8.9 1
6.8 0.28 0.29 11.9 0.052 51 149 0.99544 3.02 0.58 10.4 2
7.4 0.3 0.22 1.4 0.046 16 135 0.9928 3.08 0.77 10.4 3
6.4 0.41 0.24 14 0.048 24 113 0.9982 3.44 0.53 9.8 2
6.6 0.32 0.33 2.5 0.052 40 210 0.99316 3.15 0.6 10 1
7.9 0.14 0.28 1.8 0.041 44 178 0.9954 3.45 0.43 9.2 2
6.5 0.34 0.46 1 0.023 6 80 0.98865 3.15 0.54 12.9 2
6.6 0.35 0.29 14.4 0.044 54 177 0.9991 3.17 0.58 8.9 2
6.7 0.16 0.32 12.5 0.035 18 156 0.99666 2.88 0.36 9 2
7.4 0.21 0.8 12.3 0.038 77 183 0.99778 2.95 0.48 9 1
6.4 0.18 0.74 11.9 0.046 54 168 0.9978 3.58 0.68 10.1 1
6.9 0.18 0.36 1.3 0.036 40 117 0.9934 3.27 0.95 9.5 3
5.5 0.3 0.25 1.9 0.029 33 118 0.98972 3.36 0.66 12.5 2
5.1 0.26 0.34 6.4 0.034 26 99 0.99449 3.23 0.41 9.2 2
6.4 0.24 0.23 2 0.046 30 133 0.9908 3.12 0.54 11.4 3
7.2 0.26 0.26 12.7 0.036 49 214 0.9986 3.41 0.5 10 2
7.5 0.38 0.29 12.7 0.05 25 209 0.9986 3.25 0.59 9.3 2
7.4 0.25 0.36 13.2 0.067 53 178 0.9976 3.01 0.48 9 2
8.1 0.22 0.43 1.5 0.044 28 129 0.9938 3.22 0.45 11 2
5.8 0.29 0.21 2.6 0.025 12 120 0.9894 3.39 0.79 14 3
6.7 0.15 0.29 5 0.058 28 105 0.9946 3.52 0.44 10.2 3
6.6 0.34 0.4 8.1 0.046 68 170 0.99494 3.15 0.5 9.533333333 2
6.6 0.22 0.29 14.4 0.046 39 118 0.99834 3.05 0.5 9.1 2
6.2 0.16 0.47 1.4 0.029 23 81 0.99 3.26 0.42 12.2 2
6 0.29 0.25 1.4 0.033 30 114 0.98794 3.08 0.43 13.2 2
6.6 0.26 0.21 2.9 0.026 48 126 0.99089 3.22 0.38 11.3 3
6.5 0.18 0.34 1.6 0.04 43 148 0.9912 3.32 0.59 11.5 3
6.7 0.44 0.22 4.3 0.032 19 99 0.99015 3.26 0.53 12.8 3
6.1 0.28 0.25 17.75 0.044 48 161 0.9993 3.34 0.48 9.5 1
6.4 0.27 0.45 8.3 0.05 52 196 0.9955 3.18 0.48 9.5 1
7.6 0.47 0.49 13 0.239 42 220 0.9988 2.96 0.51 9.2 1
7.3 0.32 0.34 6.6 0.032 24 112 0.99505 3.22 0.46 9.8 2
7.2 0.21 0.37 1.6 0.049 23 94 0.9924 3.16 0.48 10.9 3
9.1 0.28 0.49 2 0.059 10 112 0.9958 3.15 0.46 10.1 1
8.4 0.22 0.3 1.3 0.038 45 122 0.99178 3.13 0.54 10.8 3
6.3 0.25 0.23 14.9 0.039 47 142 0.99705 3.14 0.35 9.7 2
7.2 0.39 0.62 11 0.047 66 178 0.9976 3.16 0.5 8.7 1
8.5 0.19 0.48 1.1 0.026 23 58 0.99184 2.9 0.5 10.5 2
6.1 0.34 0.46 4.7 0.029 21 94 0.991 3.29 0.62 12.3 2
7.4 0.2 0.29 1.7 0.047 16 100 0.99243 3.28 0.45 10.6 2
7.4 0.22 0.33 2 0.045 31 101 0.9931 3.42 0.55 11.4 1
6.9 0.26 0.27 4.2 0.031 20 80 0.99089 3.12 0.39 11.5 2
7.1 0.36 0.37 4.8 0.019 39 114 0.99036 3.08 0.49 12.7 3
7.2 0.24 0.29 3 0.036 17 117 0.99411 3.36 0.68 10.1 2
6 0.26 0.18 7 0.055 50 194 0.99591 3.21 0.43 9 1
6 0.16 0.27 12 0.03 39 98 0.99402 3.15 0.34 10.8 1
7.7 0.35 0.46 11.8 0.088 61 183 0.99786 2.86 0.47 9 1
6.2 0.26 0.19 3.4 0.049 47 172 0.9924 3.14 0.43 10.4 2
6.1 0.41 0.24 1.6 0.049 16 137 0.993 3.32 0.5 10.4 2
5.9 0.15 0.31 5.8 0.041 53 155 0.9945 3.52 0.46 10.5 2
7.5 0.27 0.36 7 0.036 45 164 0.9939 3.03 0.33 11 1
6 0.16 0.36 1.6 0.042 13 61 0.99143 3.22 0.54 10.8 2
7.2 0.15 0.38 1.2 0.038 18 110 0.9917 3.19 0.43 11.1 2
7.5 0.29 0.67 8.1 0.037 53 166 0.9966 2.9 0.41 8.9 2
7.1 0.29 0.3 16 0.036 58 201 0.99954 3.3 0.67 9 1
6.9 0.615 0.42 12 0.067 24 131 0.99727 3.19 0.34 9.3 1
9.2 0.18 0.49 1.5 0.041 39 130 0.9945 3.04 0.49 9.8 3
6 0.29 0.21 15.55 0.043 20 142 0.99658 3.11 0.54 10.1 2
6.5 0.33 0.38 2.5 0.047 30 148 0.98964 3.17 0.43 12.7 2
7.1 0.19 0.28 3.6 0.033 16 78 0.993 2.91 0.78 11.4 2
4.7 0.455 0.18 1.9 0.036 33 106 0.98746 3.21 0.83 14 3
5.8 0.28 0.34 2.2 0.037 24 125 0.98986 3.36 0.33 12.8 3
5.7 0.26 0.24 17.8 0.059 23 124 0.99773 3.3 0.5 10.1 1
9.2 0.23 0.3 1.1 0.031 40 99 0.9929 2.94 0.3 10.4 2
7.8 0.28 0.31 2.1 0.046 28 208 0.99434 3.23 0.64 9.8 1
8.6 0.37 0.7 12.15 0.039 21 158 0.9983 3 0.73 9.3 2
7.4 0.18 0.3 8.8 0.064 26 103 0.9961 2.94 0.56 9.3 1
5.8 0.26 0.29 1 0.042 35 101 0.99044 3.36 0.48 11.4 3
5.7 0.26 0.24 17.8 0.059 23 124 0.99773 3.3 0.5 10.1 1
5.9 0.17 0.28 0.7 0.027 5 28 0.98985 3.13 0.32 10.6 1
6.6 0.38 0.15 4.6 0.044 25 78 0.9931 3.11 0.38 10.2 2
6.8 0.23 0.48 1.5 0.036 35 165 0.99162 3.18 0.45 11.3 2
7.2 0.23 0.82 1.3 0.149 70 109 0.99304 2.93 0.42 9.2 2
7 0.2 0.34 5.7 0.035 32 83 0.9928 3.19 0.46 11.5 2
7.8 0.32 0.31 1.7 0.036 46 195 0.993 3.03 0.48 10.5 1
7 0.13 0.37 12.85 0.042 36 105 0.99581 3.05 0.55 10.7 2
5.8 0.36 0.38 0.9 0.037 3 75 0.9904 3.28 0.34 11.4 1
7.5 0.32 0.26 1.8 0.042 13 133 0.9938 3.07 0.38 9.5 1
6.4 0.21 0.28 5.9 0.047 29 101 0.99278 3.15 0.4 11 2
7.1 0.36 0.56 1.3 0.046 25 102 0.9923 3.24 0.33 10.5 2
6.7 0.48 0.49 2.9 0.03 28 122 0.98926 3.13 0.4 13 2
7 0.24 0.3 6.7 0.039 37 125 0.99436 3.2 0.39 9.9 1
7 0.29 0.26 1.6 0.044 12 87 0.9923 3.08 0.46 10.5 2
6.1 0.17 0.29 1.1 0.041 32 92 0.99036 3.26 0.57 11.2 2
6.4 0.26 0.42 9.7 0.044 30 140 0.9962 3.18 0.47 9.1 2
7.1 0.35 0.24 15.4 0.055 46 198 0.9988 3.12 0.49 8.8 1
7 0.44 0.24 12.1 0.056 68 210 0.99718 3.05 0.5 9.5 1
6.6 0.52 0.44 12.2 0.048 54 245 0.9975 3.26 0.54 9.3 2
5.8 0.33 0.23 5 0.053 29 106 0.99458 3.13 0.52 9 1
6.4 0.32 0.23 16.2 0.055 36 176 0.9986 3.26 0.54 9.1 1
6.9 0.3 0.25 3.3 0.041 26 124 0.99428 3.18 0.5 9.3 2
7 0.28 0.39 8.7 0.051 32 141 0.9961 3.38 0.53 10.5 2
6.6 0.19 0.99 1.2 0.122 45 129 0.9936 3.09 0.31 8.7 2
6.6 0.28 0.36 1.7 0.038 22 101 0.9912 3.29 0.57 11.6 2
6.8 0.32 0.3 3.3 0.029 15 80 0.99061 3.33 0.63 12.6 3
7.2 0.37 0.15 2 0.029 27 87 0.9903 3.3 0.59 12.6 3
6.4 0.29 0.18 15 0.04 21 116 0.99736 3.14 0.5 9.2 1
6.6 0.23 0.27 5.6 0.043 43 164 0.9953 3.27 0.76 9.5 1
7 0.61 0.26 1.7 0.051 25 161 0.9946 3.36 0.6 10.6 1
6.6 0.31 0.07 1.5 0.033 55 144 0.99208 3.16 0.42 10 1
7.1 0.49 0.22 2 0.047 146.5 307.5 0.9924 3.24 0.37 11 1
6.8 0.32 0.34 6 0.05 5 129 0.9953 3.19 0.4 9.1 1
7.4 0.28 0.49 1.5 0.034 20 126 0.9918 2.98 0.39 10.6 2
6.5 0.2 0.5 18.1 0.054 50 221 0.99941 2.94 0.64 8.8 2
9.2 0.28 0.46 3.2 0.058 39 133 0.996 3.14 0.58 9.5 1
6 0.27 0.4 1.7 0.021 18 82 0.9891 3.24 0.95 13.13333333 2
5.8 0.34 0.16 7 0.037 26 116 0.9949 3.46 0.45 10 3
6.8 0.3 0.26 20.3 0.037 45 150 0.99727 3.04 0.38 12.3 2
6 0.24 0.27 1.9 0.048 40 170 0.9938 3.64 0.54 10 3
7.8 0.27 0.28 1.8 0.05 21 127 0.9934 3.15 0.44 9.9 1
7.3 0.51 0.29 11.3 0.034 61 224 0.99683 3.14 0.56 9.5 2
6.9 0.15 0.29 2.3 0.033 14 82 0.99132 3.1 0.58 11.2 3
7.6 0.38 0.2 3.4 0.046 9 116 0.9944 3.15 0.41 9.4 1
8.1 0.28 0.49 1 0.04 32 148 0.9936 3.13 0.41 10 2
6.7 0.24 0.32 9 0.023 20 109 0.99262 3.34 0.35 12.6 2
6 0.43 0.34 7.6 0.045 25 118 0.99222 3.03 0.37 11 2
5.6 0.41 0.22 7.1 0.05 44 154 0.9931 3.3 0.4 10.5 1
8.3 0.36 0.57 15 0.052 35 256 1.0001 2.93 0.64 8.6 1
8.4 0.23 0.49 7.8 0.035 22 95 0.9935 3.04 0.34 12 2
7.1 0.31 0.47 13.6 0.056 54 197 0.9978 3.1 0.49 9.3 1
7.8 0.3 0.74 1.8 0.033 33 156 0.991 3.29 0.52 12.8 2
7.1 0.25 0.3 2.4 0.042 25 122 0.994 3.43 0.61 10.5 2
6.7 0.24 0.36 8.4 0.042 42 123 0.99473 3.34 0.52 10.9 2
5.2 0.25 0.23 1.4 0.047 20 77 0.99001 3.32 0.62 11.4 1
8 0.22 0.32 10.4 0.043 63 201 0.997 3.11 0.53 9.5 2
7.9 0.18 0.36 5.9 0.058 31 132 0.995 3.25 0.52 10.9 2
6.8 0.17 0.32 1.4 0.04 35 106 0.99026 3.16 0.66 12 1
6.5 0.13 0.37 1 0.036 48 114 0.9911 3.41 0.51 11.5 3
8 0.66 0.72 17.55 0.042 62 233 0.9999 2.92 0.68 9.4 1
8.6 0.18 0.4 1.1 0.04 20 107 0.9923 2.94 0.32 10.2 3
7.3 0.25 0.27 3.8 0.047 16 79 0.99173 3.07 0.46 11.3 2
7 0.2 0.34 5.7 0.035 32 83 0.9928 3.19 0.46 11.5 2
8.9 0.24 0.33 15.75 0.035 16 132 0.996 3 0.37 12.1 2
6.9 0.27 0.49 23.5 0.057 59 235 1.0024 2.98 0.47 8.6 1
9.8 0.42 0.48 9.85 0.034 5 110 0.9958 2.87 0.29 10 1
6 0.32 0.3 7.3 0.174 46 159 0.99519 3.18 0.49 9.4 1
8 0.26 0.28 8.2 0.038 72 202 0.99566 3.12 0.56 10 2
7 0.32 0.29 7.6 0.025 35 124 0.99162 3.15 0.65 12.8 3
8.5 0.15 0.49 1.5 0.031 17 122 0.9932 3.03 0.4 10.3 2
8 0.3 0.28 5.7 0.044 31 124 0.9948 3.16 0.51 10.2 2
6.4 0.17 0.32 2.4 0.048 41 200 0.9938 3.5 0.5 9.7 2
6.2 0.25 0.39 1.3 0.051 42 135 0.9906 3.23 0.4 11.1 2
7.1 0.27 0.24 12.6 0.044 48 118 0.99726 3.04 0.56 10 3
6.6 0.22 0.3 14.7 0.045 50 136 0.99704 3.14 0.37 10.6 2
4.4 0.32 0.39 4.3 0.03 31 127 0.98904 3.46 0.36 12.8 3
7.3 0.28 0.36 12.7 0.04 38 140 0.998 3.3 0.79 9.6 2
8.1 0.12 0.49 1.2 0.042 43 160 0.9934 3.13 0.48 9.7 2
5.8 0.29 0.27 1.6 0.062 17 140 0.99138 3.23 0.35 11.1 2
6.7 0.64 0.3 1.2 0.03 18 76 0.9892 3.16 0.6 12.9 1
6.6 0.24 0.28 6.7 0.032 26 91 0.99172 3.13 0.32 12.3 2
7.9 0.29 0.39 6.7 0.036 6 117 0.9938 3.12 0.42 10.7 1
6.8 0.32 0.37 3.4 0.023 19 87 0.9902 3.14 0.53 12.7 2
5.2 0.6 0.07 7 0.044 33 147 0.9944 3.33 0.58 9.7 1
5.1 0.25 0.36 1.3 0.035 40 78 0.9891 3.23 0.64 12.1 3
7.8 0.19 0.32 7.4 0.015 47 124 0.99278 2.99 0.39 11 2
5.1 0.33 0.22 1.6 0.027 18 89 0.9893 3.51 0.38 12.5 3
7.4 0.29 0.25 3.8 0.044 30 114 0.992 3.11 0.4 11 2
7.1 0.37 0.67 10.5 0.045 49 155 0.9975 3.16 0.44 8.7 1
6.4 0.32 0.27 4.9 0.034 18 122 0.9916 3.36 0.71 12.5 2
6.2 0.27 0.32 6.3 0.048 47 159 0.99282 3.21 0.6 11 2
6.8 0.26 0.44 8.2 0.046 52 183 0.99584 3.2 0.51 9.4 1
8 0.2 0.4 5.2 0.055 41 167 0.9953 3.18 0.4 10.6 3
7.8 0.27 0.35 1.2 0.05 36 140 0.99138 3.09 0.45 11.2 1
6.3 0.27 0.51 7.6 0.049 35 200 0.99548 3.16 0.54 9.4 1
5.8 0.23 0.27 1.8 0.043 24 69 0.9933 3.38 0.31 9.4 2
6.5 0.25 0.27 15.2 0.049 75 217 0.9972 3.19 0.39 9.9 1
7.3 0.27 0.37 9.7 0.042 36 130 0.9979 3.48 0.75 9.9 2
8 0.22 0.31 5.6 0.049 24 97 0.993 3.1 0.42 10.9 1
6.9 0.19 0.28 3 0.054 33 99 0.9924 3.16 0.4 10.8 2
6.2 0.28 0.33 1.7 0.029 24 111 0.99 3.24 0.5 12.1 2
6.4 0.2 0.28 2.5 0.032 24 84 0.99168 3.31 0.55 11.5 1
7 0.21 0.28 8.7 0.045 37 222 0.9954 3.25 0.54 10.4 2
7.3 0.28 0.36 12.7 0.04 38 140 0.998 3.3 0.79 9.6 2
5.9 0.17 0.3 1.4 0.042 25 119 0.9931 3.68 0.72 10.5 2
7.2 0.615 0.1 1.4 0.068 25 154 0.99499 3.2 0.48 9.7 1
9.5 0.21 0.47 1.3 0.039 21 123 0.9959 2.9 0.64 9.5 1
5 0.24 0.21 2.2 0.039 31 100 0.99098 3.69 0.62 11.7 2
6.9 0.24 0.49 1.3 0.032 35 148 0.9932 3.45 0.57 10.7 3
5.7 0.18 0.26 2.2 0.023 21 95 0.9893 3.07 0.54 12.3 2
7.8 0.965 0.6 65.8 0.074 8 160 1.03898 3.39 0.69 11.7 2
8.3 0.16 0.37 7.9 0.025 38 107 0.99306 2.93 0.37 11.9 2
6.8 0.32 0.3 1 0.049 22 113 0.99289 3.24 0.61 10.2 1
6.1 0.27 0.31 1.5 0.035 17 83 0.99076 3.32 0.44 11.1 3
6.6 0.25 0.51 8 0.047 61 189 0.99604 3.22 0.49 9.2 1
6.4 0.31 0.28 1.5 0.037 12 119 0.9919 3.32 0.51 10.4 3
7.1 0.47 0.24 6 0.044 11 77 0.9956 3.21 0.56 9.7 1
6.4 0.24 0.26 8.2 0.054 47 182 0.99538 3.12 0.5 9.5 1
5 0.255 0.22 2.7 0.043 46 153 0.99238 3.75 0.76 11.3 2
7.5 0.38 0.33 9.2 0.043 19 116 0.99444 3.08 0.42 11.4 2
7.3 0.33 0.4 6.85 0.038 32 138 0.992 3.03 0.3 11.9 3
6.7 0.32 0.32 1.7 0.031 31 114 0.98946 3.12 0.35 12.5 2
7.8 0.32 0.33 2.4 0.037 18 101 0.9912 3.21 0.65 11.7 3
6.8 0.28 0.17 13.9 0.047 49 162 0.9983 3.21 0.51 9 2
8 0.33 0.35 10 0.035 22 108 0.99457 3.12 0.36 11.6 2
6.4 0.33 0.31 5.5 0.048 42 173 0.9951 3.19 0.66 9.3 2
7 0.22 0.26 1.1 0.037 20 71 0.9902 3.1 0.38 11.7 2
5.9 0.14 0.25 4.5 0.027 34 140 0.9934 3.49 0.51 10.8 2
5.8 0.345 0.15 10.8 0.033 26 120 0.99494 3.25 0.49 10 2
6.4 0.29 0.28 11.1 0.063 66 169 0.9973 2.89 0.57 9 1
6.6 0.27 0.29 5.3 0.045 57 189 0.9953 3.31 0.79 9.8 1
7.8 0.25 0.41 3.7 0.042 37 149 0.9954 3.36 0.45 10 2
7.6 0.2 0.3 14.2 0.056 53 212.5 0.999 3.14 0.46 8.9 3
7 0.31 0.26 7.4 0.069 28 160 0.9954 3.13 0.46 9.8 2
6.7 0.24 0.31 2.3 0.044 37 113 0.99013 3.29 0.46 12.9 2
6.1 0.25 0.18 10.5 0.049 41 124 0.9963 3.14 0.35 10.5 1
6.2 0.19 0.38 5.1 0.019 22 82 0.98961 3.05 0.36 12.5 2
8.6 0.485 0.29 4.1 0.026 19 101 0.9918 3.01 0.38 12.4 1
5 0.33 0.23 11.8 0.03 23 158 0.99322 3.41 0.64 11.8 2
